# ECDICT bc015ed2e24a7abef49fc6dbbb7fe32c1dadaf8b | sha256 1a6947e04785db63613a92e14903cdae7954f7e84860b10e68e5c7cbb3f9c3cf | pack ielts | entries 2647
embark	im'bɑ:k	vi. 乘船，着手，从事，上飞机vt. 使上船，使上飞机，使从事
caves	keivz	n. 咖啡馆，小餐厅（ cafe的名词复数 ）; 洞穴（ cave的名词复数 ）
cd-rom	si:di:'rɔm	n. 光盘驱动器
certificates	səˈtifikeits	n. 证明书，执照（ certificate的名词复数 ）
charges		n. 费用；手续费；运费
cheaper		a. 成本更低，比较便宜的
checks		n. 支票；格（check的复数形式）
chicks	tʃiks	n. 雏鸡；小鸡（chick的复数形式）
choices		n. 选择（choice的复数）
cities		n. 城市（city的复数）
classmates	k'lɑ:smeɪts	n. （同班）同学（ classmate的名词复数 ）; 砚兄砚弟
clients		n. 客户端；顾客；救济对象；应受账款；委托方（client的复数）
close-up	'klәuzʌp	n. 特写镜头，仔细的观察，小传[化] 闭合; 接通
clubs		n. （扑克牌）梅花；俱乐部；社团（club的复数）
co-operation		n. 合作
co-operative	'kəʊ'ɒpərətɪv	a. 合作的；有协作精神的；愿意配合的; 齐心协力的；合作进行的n. 合作社；合作机构
colleagues		n. 同事；同行（colleague的复数）
colleges		n. 专科学院（college复数形式）
commercials	kə'mɜ:ʃlz	n. （电台或电视播放的）广告 （ commercial的名词复数 ）; 以大众欣赏为目的谱写的乐曲
companies		n. 公司，企业；公司财产；伙伴（company的复数形式）
computers		n. 计算机，电脑（computer的复数）
concessions	kən'seʃənz	n. （尤指由政府或雇主给予的）特许权（ concession的名词复数 ）; 承认; 减价; （在某地的）特许经营权
conditions		n. 形势，情况，环境
contacts		n. 联系人；联络方式；触体（contact的复数形式）
contaminants	kən'tæmɪnənts	n. 污染物，致污物（ contaminant的名词复数 ）
contents	'kɒntents	n. 目录[计] 目录
contracts	kənˈtrækts	n. 契约（ contract的名词复数 ）; 婚约; [法律]契约法; 行贿
costs		n. 费用；诉讼费；损失（cost的复数）
countries		国家（country的复数）
crops		[医] 分批出现（疹）
cups		n. 拨火罐（器具）；杯子（cup的复数形式）
curtains	'kә:tәnz	n. [俚]灾难；窗帘（curtain的复数）
customers		n. 客户；顾客（customer的复数）
damages		n. 赔偿金[经] 损害赔偿; 伤害
decorations		n. 装修；装饰品（decoration的复数）
details		n. 详细资料；细节（detail的复数）
difficulties	ˈdifikəltiz	n. 困难（ difficulty的名词复数 ）; 难度; 难事; 麻烦
diplomas		pl. 公文，文书，执照，特许证，毕业文凭，学位证书，奖状
diseases		n. 病害；疾病；疾病种类；病（disease的复数）
dishes		n. 餐具
disputes	disˈpju:ts	n. 辩论（ dispute的名词复数 ）; 争端; （劳资）纠纷; 罢工v. 辩论，争论（ dispute的第三人称单数 ）; 争夺; 阻止; 就…进行辩论
doctors		n. 医生（doctor的复数）
documents		n. 文档（document的复数形式）
donations		n. 捐款；捐赠（donation的复数）
doors		n. 大门；入口；通道（door的复数）
draws		n. 铸件孔穴；图画（draw的复数）
drinks		n. 饮料，饮品；喝酒（drink复数）
drop-off	'drɔpɔf	n. 下降，减少
drop-out	'drɔp,aut	[计] 漏失信息; 丢"1"
drugs		n. 毒品，药物
duties		n. 关税（duty的复数）
effects		n. 财物，个人财产[经] 动产，财物
elements	'elimәnts	n. 原理，基础
email	'i:'meil	n. 电子信函
emergencies		n. 紧急需要；紧急事件
employees		n. 员工；雇员；从业人员（emploee的复数）
energies	ˈenədʒiz	n. 活力（ energy的名词复数 ）; [物理学]（原子、电、辐射的）能; [常用复数]精力; （有效地发挥的）力量
engineers		n. 工程师；机械师（engineer的复数）
examples		n. 例子；列证（example的复数形式）
exams		n. 考试；检查（exam的复数）
exhilarate	ig'zilәreit	vt. 使高兴，使愉快，鼓励
expenses		n. 开支，经费，费用[法] 开支，支出，经费
experiments	iksˈperimənts	n. 实验（ experiment的名词复数 ）; 试验; 尝试; 实践
facilities		n. 工具，设施，设备
factories		n. 工厂，车厂（factory复数形式）
factors		n. 因素（factor的复数）
falcons		n. 猎鹰；隼鹰队；猎鹰导弹（falcon的复数形式）
families		n. 家族；家庭（family的复数）
farmers		n. 农民（farmer的复数）
farms		n. 农场；庄园（farm的复数形式）
features		n. 容貌；产品特点，特征；嘴脸（feature的复数）
fees		n. 规费；费用（fee的复数）
feet	fi:t	pl. 脚n. 尺
ferries	ˈferiz	n. 渡船（ ferry的名词复数 ）; 渡口; 摆渡; 飞机渡运v. 运送（ ferry的第三人称单数 ）; （乘渡船）渡过（河等）; 渡运飞机; 摆渡，用（渡）船渡，（船）来往行驶
figures		n. 图形，图表；价格，金额，数字；规定动作；人物（figure的复数）
fingers		n. 梳状剔除器；手指头，指头（finger复数）
firms		n. 公司，厂商（firm的复数）
first-aid	'f\\\\:st'eid	a. 急救的
flats	flæts	n. 平原，扁钢；低沼泽（flat的复数形式）
floors	flɔ:z	n. 楼地面；地板；楼层；层数（floor的复数）
flourishment	'flʌriʃmənt	n. 繁荣
forms		n. 窗体；表单；表格（form的复数形式）
fossils	'fɒslz	n. 化石（ fossil的名词复数 ）; 老顽固; 食古不化的人; 老古董（老人）
full-time		a. 全部时间的，专任的
fund-raising		（fund-raise 的现在分词） 募金
goals		n. 目标，目的；进球，射中次数
governments		n. 政权；政府；可转让政府证券（government的复数）
graduates	ˈɡrædjuits	n. <美>毕业生（ graduate的名词复数 ）; <英>大学毕业生; （已经取得学士学位正在攻读高级学位的）研究生; 量筒v. 渐变（ graduate的第三人称单数 ）; 渐渐变为（与into连用）; 渐渐消逝（与away连用）; 取得资格（与as连用）
grants		[经] 补助金，拨款，津贴
groups		n. 群组，组；用户组；团体（group的复数形式）
guests		n. 客人；来宾（guest的复数）
habits		n. 习性；习惯（habit的复数）
hard-working		（hard-work 的现在分词） 努力工作；[劳经] 繁重的工作
hats		abbr. 转换终端应用程序（Host Access Transformation Services）
hens	henz	n. 母鸡（ hen的名词复数 ）; 雌禽
high-rise		a. 有多层的，高楼的n. 高楼，大厦
hints		n. 暗示，提示（hint的复数形式）
hits		n. 击打；网页点击数；采样数（hit的复数）
hobbies		n. 嗜好；兴趣爱好；燕隼；[英方]小马（hobby的复数）
horses		n. 马；马匹（horse的复数形式）
households	'haʊshəʊldz	n. 同住在一所房子里的人，一家人，户（ household的名词复数 ）
humans		n. 人类（human的复数形式）
ideas		abbr. 工业设计优秀奖
identities	aiˈdentitiz	n. 身份（ identity的名词复数 ）; 同一性; 个性; 同一人
imports		n. 进口商品；进口总额（import的复数）
inquiries	inˈkwaiəriz	n. 调查（ inquiry的名词复数 ）; 疑问; 探究; 打听
insects		n. 昆虫；昆虫类，昆虫纲（insect的复数形式）
institutes		n. 学院（institute的复数）
institutions		n. 体系
instructors	ɪnst'rʌktəz	n. 指导者，教师（ instructor的名词复数 ）
instruments		n. 乐器；工具；仪器（instrument的复数）
interviews	ˈintəvju:z	n. 接见（ interview的名词复数 ）; 采访; 面谈; 会谈v. 面试（ interview的第三人称单数 ）; 访问; 会见; （私下）提问
investigators	ɪn'vestɪɡeɪtəz	n. 调查者，审查者（ investigator的名词复数 ）
invigilate	in'vidʒileit	vi. 看守，监考
issues		n. 议题，问题；争点；债券（issue的复数）
items		n. 项目；名目；所有物品（item的复数形式）
jobs	dʒɔbs	n. 工作（job的复数形式）
keywords	'ki:wә:dz	n. 关键字[计] 关键字
kids		n. 小山羊；儿童（kid的复数）
kilograms	'kɪləgræm	n. 千克（ kilogram的名词复数 ）
kits		n. 装备；小桶；锦囊（kit的复数）
lakes		n. 色淀；湖泊，湖畔
latest	'leitist	a. 最近的
lessons	ˈlesənz	n. 功课（ lesson的名词复数 ）; 课程; 教训; 一堂课
levels		n. 色阶调整；控制色阶；水平，标准（level复数形式）
libraries		n. 图书馆查询系统；函数库；图书馆（library的复数）
lights	laits	n. （供食用的）家畜的肺脏；灯光（light的复数）
lions		n. 腰角；雄狮；狮子（lion的复数）
loans		n. 借贷；贷款（loan的复数形式）
locations		n. 位置；定位件；地点（location的复数）
low-risk	ləu risk	[医]低危的，低风险的
machines		n. 机器；机械（machine的复数）
mails		n. 邮件（mail的复数形式）
majors		n. 专业；主修（major的复数）
materials		n. 材料；材料费；材料科学；材质（material的复数）
meals		n. 膳食；谷类（meal的复数）
measurements		n. 测量值，尺寸（measurement的复数）
methods		n. 方法，方式；研究方法（method的复数）
midmorning	'mid'mɒ:niŋ	n. 上午十时左右
minutes		n. 会议记录[法] 备忘录，会议记录，审判记录
movies	'mu:vis	n. 电影
muscles		n. 肌肉（muscle的复数）
nationalities		n. 国籍，民族（nationality的复数）
nets		n. 网（net的复数）
newspapers		n. 报纸，报章（newspaper的复数）
non-drinker	'nɒndr'ɪŋkər	n. 不喝酒的人，戒酒的人
notes		n. 票据；注释，说明（note复数）
objectives	əbd'ʒektɪvz	n. 目标（ objective的名词复数 ）; [光学]（望远镜、显微镜、照相机及其他光学仪器上的）物镜; [语法学]1)。 宾语 2)。 宾格; [军事]出击目标
occupants		n. 居住者；购买者；租赁人（occupant的复数）
ohp		abbr. overhead projection 高架发射，顶置防护; oxygen at high pressure 高压氧气
open-book		a. 开卷的
opportunities	ˌɒpə'tju:nɪtɪs	n. 机会（ opportunity的名词复数 ）; 适当的时机; 条件; 就业（或晋升、进步等）的良机
options		n. 选择；期权；选择项（option的复数）
pages		n. 页数；青年侍从（page的复数）
papers		n. 文件，官方文件[法] 票证，证券，纸币
parents		n. 父母；双亲（parent的复数）
part-time		a. 兼任的，半工半读的，部分时间的adv. 部分时间，兼任地
participants	pɑ:'tɪsɪpənts	n. 参加者，参与者; 参加者，参与者（ participant的名词复数 ）a. 有份的，参与的
parties		n. 当事人；聚会；党派；政党机关；同行者（party的复数）
passengers	'pæsndʒɚ	n. 乘客（ passenger的名词复数 ）; 旅客; 白吃饭的人; 闲散人员
patients		n. 病人（patient的复数形式）
patterns		n. 模式（pattern的复数形式）
peasants	'pesnts	n. 农民（ peasant的名词复数 ）; 农夫; 佃农; 粗俗的人
pennies		pl. （非正式）copper便士，（美）分，分币
pets	pets	abbr. 公共英语等级考试（Public English Tset System）
phone-in		n. 观众/听众通过电话参与讨论或提问的电视节目/广播节目
photocopies	ˈfəʊtəˌkɔpi:z	n. 影印本（ photocopy的名词复数 ）; 复印件
photographs		n. 照片；逼真的描绘（photograph的复数）
photos		n. 照片，图片；相册（photo的复数形式）
pictures		n. 电影院
pills		n. 丸剂；药丸（pill的复数）
places		n. 地点；位置；[数]位数（place的复数）
planners	p'lænəz	n. 规划者，策划人（ planner的名词复数 ）
plants		n. 植物；工厂（plant的复数形式）
positions		n. 定位；位置（position的复数）
pounds	paundz	n. 磅，英镑；重击（pound复数形式）
precautions	priˈkɔ:ʃənz	n. 预防措施（ precaution的名词复数 ）; 防备; 避孕措施
priorities	praiˈɔritiz	n. 先（ priority的名词复数 ）; 优先; 优先权; 优先考虑的事
prizes	praiziz	n. 奖赏（ prize的名词复数 ）; 值得竞争的东西; 难能可贵的事物; 难以争取的重要事物v. 珍视，珍惜（ prize的第三人称单数 ）
problems		n. 问题；难题（problem的复数）
products		n. 产品；商品（product的复数）
professions		n. 专业；职业；行业（profession的复数形式）
profits		n. 收益，红利；盈利（profit的复数）
psycholinguistics	,saikәuliŋ'^wistiks	n. 语言心理学
purest	ˈpjʊərɪst	a. 纯的（ pure的最高级 ）; 单纯的; 纯真的; 干净的
qualifications		n. 职位要求；任职资格；资格证书；限定性条件（qualification的复数形式）
questions		n. 问题（question的复数）
readers		n. 读者，读物（reader的复数形式）
reasons		n. 理由；理智；原因（reason的复数）
records		n. 记录，录音；唱片，档案（record的复数形式）
referees	ˌrefəˈri:z	n. 裁判员（ referee的名词复数 ）; 证明人; 公断人; （专业性强的文章的）审阅人
refreshments		n. 茶点；点心；小吃
regulations		n. 章则；条例；规程（regulation的复数）
relations		n. 交往，关系，事务
reports		n. 报表；专题；报告（report的复数）
residents		n. 居民；房客；住院医生（resident的复数）
resources		n. 资源；物力（resource的复数）
respondents	rɪs'pɒndənts	n. <律>（尤指离婚案的）被告（ respondent的名词复数 ）; 回答问题的人，（尤指）调查对象
restaurants	ˈrestərənts	n. 饭店（ restaurant的名词复数 ）; 餐馆; 饭馆; 菜馆
results		n. 结果；成绩（result的复数）
retails		v. 零售；转述（retail的第三人称单数）
riders	ˈraɪdəz	n. 骑（马、自行车等）的人（ rider的名词复数 ）; 乘客; 附文; 附加条款
risks		n. 风险，危险（risk复数）
robots		n. 机器人（robot的复数形式）
rocks		n. 岩石，岩礁；岩石礁石（rock复数形式）
rows		n. 返回引用中的行数；行（row的复数形式）
rules		n. 规则；条例（rule的复数形式）
savings	'seiviŋz	n. 储蓄，存款[经] 储金，储蓄
scientists	'saɪəntɪsts	n. 科学家（ scientist的名词复数 ）
seats		n. 座椅，座位（seat的复数形式）
second-hand	'sekәnd'hænd	a. 用过的，旧货的，旧的，间接的，传来的，第二手的[机] 半新的，旧货
self-defense	selfdi'fens	n. 自卫，自卫术，自卫权[法] 自卫，正当防卫
self-discipline	'self'disiplin	n. 自我训练，自我修养，自律[法] 自律，自我约束，自我修养
self-sufficient	'selfsә'fiʃәnt	a. 自给自足的，极为自负的
sentences	ˈsentənsiz	n. [律]判决，宣判; 句子（ sentence的名词复数 ）v. 宣判，判决（ sentence的第三人称单数 ）
shoes		n. 鞋子（shoe的复数）
sites		n. 遗址，举办地点；网站（site的复数）
sizes		n. 象素显示尺寸，尺寸（size复数形式）
skills		n. 技术；技能；技巧（skill的复数形式）
smokers	ˈsməʊkəz	n. 吸烟者（ smoker的名词复数 ）
snacks		n. 快餐；小吃；零嘴（snack的复数）
sources		n. 输入源；发起者；来源（source的复数）
souvenirs	su:və'nɪəz	n. 纪念品（ souvenir的名词复数 ）
spoons	spu:nz	n. 匙，调羹（ spoon的名词复数 ）; 一匙的量
sports	spɔ:ts	n. （英）运动会，运动的，适用于运动的，运动会的，与运动会有关的
standards		n. 标准；规格（standard的复数）
stations		n. 车站；驻地；位置（station的复数形式）
steps		n. （楼外的）台阶；步伐；步幅；步数
stones		n. 小石头；石子（stone的复数）
stores		n. （英）百货商店a. 贮藏的，用作贮藏处的，贮存的
stronger		[经] 强劲的
studies		n. 研究；学习；学业（study的复数）
styles		n. 风格；样式；模式（style的复数形式）
subjects		n. 主题；被试者；学科；科目（subject的复数）
subtitles		n. 说明字幕，印在外国影片上的对白翻译字幕，译文对白字幕
suggestions		n. 民众意见箱；员工意见箱
systems		n. 体制，体系；制度；系统（system的复数形式）
tables		n. 桌子；附录；表格（table的复数）
tablets	'tæblɪts	n. 药片（ tablet的名词复数 ）; （木、竹）简; 碑; 一块肥皂
teams		n. 团队，参赛队伍（team的复数形式）
techniques		n. 方法；技巧；技术（technique的复数）
teeth	ti:θ	pl. 牙齿[医] 牙
temples		n. 边撑，伸幅器；寺庙（temple的复数形式）
thoughts		n. 思想；思维；想法（thought的复数）
threats	θrets	n. 威胁，恐吓（ threat的名词复数 ）; 可能造成威胁的人[事，想法]; 恶兆，兆头
tickets		n. 票；罚单（ticket的复数）
tiles		n. 瓷砖（tile的复数形式）
tones		n. 声调；基本音色（tone的复数）
tools	tu:lz	n. 工具，工具菜单；工具箱（tool的复数形式）
topics		abbr. 总联机程序和信息控制系统（Total On-line Program and Information Control System）
tourists	'tʊərɪsts	n. 旅行者，观光客（ tourist的名词复数 ）
toys		n. 玩具（toy的复数）
travelers		n. 旅行者；旅客（traveler的复数形式）
trees		n. 树木；乔木；树状结构（tree的复数）
trends		n. 动态，趋势
tributes	t'rɪbju:ts	n. （尤指旧时一国向他国交纳的）贡品（ tribute的名词复数 ）; （良好效果或影响的）体现; （尤指对死者的）致敬; 称赞
tunnels	ˈtʌnəlz	n. 隧道，地道（ tunnel的名词复数 ）; （动物栖息的）穴
types		v. 打字（type的第三人称单数形式）
universities	ˌjuːnɪˈvɜː(r)sətiz	n. 大学（ university的名词复数 ）
up-to-date	'ʌptә'deit	a. 直到现在的，最近的，现代化的[化] 最新的
utensils	ju:'tensɪlz	n. 器具，用具，器皿（ utensil的名词复数 ）; 器物
vacancies		n. 空缺额；缺位（vacancy复数）
versed	vә:st	a. 熟练的，精通的
videos		n. 视频文件；影像资料（video的复数）
visas	ˈvi:zəz	n. 签证（ visa的名词复数 ）
visitors		n. 访问者，游客（visitor 复数）
volunteers	ˌvɔlənˈtiəz	n. 义务工作者（ volunteer的名词复数 ）; 志愿者; 自告奋勇者; 主动做某事的人v. 自动提供，自愿效劳（ volunteer的第三人称单数 ）; 主动建议（或告诉）; （未经当事人同意）举荐; 自愿参军，当志愿兵
